車次,站點1,站點2,站點3,站點4,站點5,站點6,站點7,站點8,站點9,站點10,站點11,站點12,站點13,站點14,站點15,站點16,站點17,站點18,站點19,站點20,站點21,站點22,站點23,站點24,站點25,站點26,站點27,站點28,站點29,站點30,站點31,站點32,站點33,站點34,站點35,站點36,站點37,站點38,站點39,站點40,站點41,站點42,站點43,站點44,站點45,站點46,站點47,站點48,站點49,站點50,站點51,站點52,站點53,站點54,站點55,站點56,站點57,站點58,站點59,站點60,站點61,站點62,站點63,站點64,站點65,站點66,站點67,站點68,站點69,站點70,站點71,站點72,站點73,站點74,站點75,站點76,站點77,站點78,站點79,站點80,站點81,站點82,站點83,站點84,站點85,站點86,站點87,站點88,站點89,站點90,站點91,站點92,站點93,站點94,站點95,站點96,站點97,站點98,站點99,站點100,站點101,站點102,站點103,站點104,站點105,站點106,站點107,站點108,站點109,站點110,站點111,站點112,站點113,站點114,站點115,站點116,站點117,站點118,站點119,站點120,站點121,站點122,站點123,站點124,站點125,站點126,站點127,站點128,站點129,站點130,站點131,站點132,站點133,站點134,站點135,站點136,站點137,站點138,站點139,站點140,站點141,站點142,站點143,站點144,站點145,站點146,站點147,站點148,站點149,站點150,站點151,站點152,站點153,站點154,站點155,站點156,站點157,站點158
L706,桃客大溪站,台電,大溪高中,至善高中,益興,瑞安路二段,蓮座山觀音寺,崁津,大溪觀光橋,崎腳,地方稅務局,建漢公司,埔頂,大溪山水,仁和國中,復興新城,員樹林,永昌,南興國小,海宴餐廳,埔頂八街口,仁善國小,埔頂公園,長興街口,崎頂圖書館,第八公墓,太武,崎頂,崎腳,觀音寺,新街尾,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L712,桃客大溪站,三層崎腳,尾寮,美華國小,十全,大溪電台,美華社區活動中心,小角仔,紅瓦厝,莿仔寮,三層,變電所,福安國小,大溪陵寢,頭寮,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,三民圓環,新峰,四號橋,保安,百吉,溪坪,曾厝,承恩路口,內湳溝,承恩,承恩橋,溝尾,水圳頭,懷德橋,水井,萬聖堂,大灣坪,壩頂,石門圓環,福山巖,新溪洲,石門新村,埔尾水頭,內柵廟,內柵,益興,至善高中,大溪高中,台電,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L721,龍潭區衛生所,五福街,大昌健行路口,永興公園,花園國宅,武漢國小,東興,中興路55巷口,民豐一街47號,民豐一街,興中宮,龍平路,武中路422巷口,武漢國中,布查花園,中興路336巷,國聯,健行路,花園國宅,永興公園,龍潭運動公園,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L722,龍潭區衛生所,龍潭運動公園,永興公園,花園國宅,健行路,國聯,中興路336巷,布查花園,武漢國中,武中路422巷口,龍平路,興中宮,民豐一街,民豐一街47號,中興路55巷口,東興,武漢國小,花園國宅,永興公園,大昌健行路口,五福街,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L723,龍潭區衛生所,五福街,大昌健行路口,龍潭行政園區,成功新村,茶工廠,成功路377巷,伯公下,新天地社區,燈潭,魏家祠堂,潛龍堡社區,工五路,大庄,湧光路623巷口,湧光路577巷口,湧光路,優聖美地社區,中央,中央土地廟,大漢社區,育樂路,大榮,富樂新村,中正新境界,龍潭分局,桃客龍潭站,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L725,龍潭區衛生所,龍潭分局,中正新境界,富樂新村,大榮,育樂路,大漢社區,中央土地廟,中央,優聖美地社區,大庄,湧光路623巷口,湧光路577巷口,湧光路,工五路,潛龍堡社區,魏家祠堂,燈潭,新天地社區,伯公下,成功路377巷,茶工廠,成功新村,龍潭行政園區,大昌健行路口,五福街,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L727,龍潭區衛生所,新龍路,新龍路450巷口,中豐新龍路口,健康,銅鑼圈,羅馬磁磚公司,高原郵局,宜欣陽光,泥橋子,江夏科文祖堂,高平消防隊,渴望會館,名人社區,渴望三期社區,名人社區,希望四季,法蘭朵社區,渴望路口,高原國小,高原工業區,三元宮路口,車頭,高平活動中心,龍源國小,十股,高平水廠,富鑽工業城,亞洲工業,中豐新龍路口,新龍路450巷口,新龍路,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L728,龍潭區衛生所,新龍路,新龍路450巷口,中豐新龍路口,亞洲工業,富鑽工業城,高平水廠,十股,龍源國小,高平活動中心,車頭,三元宮路口,高原工業區,高原國小,渴望路口,法蘭朵社區,希望四季,名人社區,渴望三期社區,名人社區,渴望會館,高平消防隊,江夏科文祖堂,泥橋子,宜欣陽光,高原郵局,羅馬磁磚公司,銅鑼圈,健康,中豐新龍路口,新龍路450巷口,新龍路,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,桃花園飯店,東山里,萬壽山鶯路口,青果中心,頂興路口,拔仔埔,陸光二村,萬壽中興路口,龜山,壽山,地磅,太子地球村,半嶺,半嶺一,茶專路,美和園社區,紅寶社區,囍家社區,東萬壽路642巷,龍壽橋,全真道院,福慧寺,大慶新世紀,大慶蓮莊,龍華科技大學,迴龍商場,迴龍派出所,捷運迴龍站,丹鳳國小,雙鳳富國路口,丹鳳派出所,雙鳳福德宮,青山路口,鳳山街口,丹鳳國小(新北大道),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L602,富岡火車站,大井頭,富岡國小,朝靈宮,中正路420巷口,富岡國中,富岡休閒農場,三申機械,新復興公司,望間橋,民有一路1230號,十五間,望間里活動中心,彭厝,羅厝,新湖路口,上大坡,民有二路一段801巷,大坡國小,大坡(二),大坡農會,大坡國中,游屋莊,蚵四號池,范厝,香坡華城,李厝,笨港國小,笨仔港,李厝3,士林紙廠,士林紙廠,李厝3,笨仔港,笨港國小,埔子頂,榕樹下,深圳頭,李厝2,張厝,王厝店,深圳,十二號坡,蚵間,昭明宮,埔頂社區,三塊厝,蚵間活動中心,許厝,東福路三段,蚵間里,蚵間里福興宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L603,富岡火車站,大井頭,富岡國小,朝靈宮,中正路420巷口,富岡國中,富岡休閒農場,三申機械,新復興公司,望間橋,民有一路1230號,十五間,望間里活動中心,彭厝,羅厝,新湖路口,上大坡,民有二路一段801巷,大坡國小,大坡(一),莊厝,大坡里六鄰,洽溪口,桃園區農業改良場,後庄里林厝,後庄里社區活動中心,後庄里姜厝,後庄社區,蚵間國小,昭明宮,埔頂社區,三塊厝,蚵間活動中心,許厝,東福路三段,蚵間里,蚵間里福興宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L605A,新屋區公所,電信局,中山路,紅泥坡,清華里,頂紅泥坡,北勢,富九,和泰,中山東路二段528巷,頭洲新城,黎頭洲,志欣,下富源,富泰公司,中壢好市多,橡樹公司,寶祥,松勤松義三街口,松仁松信路口,高鐵南過嶺路口,善果林,高鐵南中正路口站,聖德路口,桃園國際棒球場,捷運桃園體育園區站,高鐵南文德路口,高鐵南永興路口,高鐵桃園站,林口長庚醫院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L601,新屋區公所,新屋區農會,新屋分院,新屋國中,聖心幼兒園,中山路,天水行,三民路,豫章加油站,金百利公司,東明里一鄰,銀店,新屋工業區,呂厝,泰安碾米廠,社子農會,社子里十鄰,中興路1436巷,民有路口,富岡活動中心,伯公岡公園,大井頭,富岡火車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,桃園總站,聖保祿醫院,建國路口,統領百貨,桃園郵局,永和市場,中正三民路口,中正商業大樓,北埔路口,中正信光街口,中正慈文路口,慈文國中,中正藝文特區,行政執行處,中正同德十一街口,莊敬路口,中正莊二街口,中正橋,中正北路320巷,南竹路口,奉化南順一街口,奉化忠孝西路口,麗寶經典,光明郵局,光明國小,光明國中(光明路),錦興國小(南竹路),南崁,台茂,下南崁,南亞(好市多),溪州,台灣松下,三商,水尾,八股路口,下水尾,菓林,崁下,坑菓幸福路口,捷運坑口站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2,桃園總站,建國路口,桃園公車站,南華復興街口,南華街口,三民建國路口,三民介壽路口,桃園監理站,利台,力行街口,無線電台,小大湳,忠勇西街站(G05),廣豐新天地,陸光四村,大湳站(G04),瑞祥社區,鴻昌社區,麻園站(G03),梅花社區,欣桃社區,松柏園,瑞豐國小(桃園防災教育館),瑞發家園,更寮腳(興豐路),聯福巷,興豐友聯街口,豐田路,豐田豐德路口,遠雄艾菲爾,興仁里,八德區公所(三元宮),八德教養院,崙子路口,仁德公園,仁德廣興路口,溪濱公園,建德長興路口,八德區公所(農會),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L206,中壢區公所,中豐北路口,民權路口,富貴新村,江厝(拖吊場),水圳頭(快栽園),大丘田,斗門埤,芭里活動中心,捷運桃園體育園區站,文智文德路口,瑞士社區,青塘園,青埔國中,洽溪(八大丘),永裕路口,大路下,黃厝,圓光寺,圓光佛學院,柑仔店,崁頭厝,張厝,月眉社區活動中心,游厝,月桃路381巷口,山東國小,東地寮,圓光山東路口,大莊路口,月山路口,鳥仔厝,大崙國中,大崙,崙頂,崎頂,三塊厝(魚市場),中大路口,中央大學,三民路口,懷寧醫院(志廣路),志廣路口,中壢高中,國民運動中心,光明公園,興國市場,SOGO百貨(元化路),慈惠三街,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L206A,中壢區公所,中豐北路口,民權路口,富貴新村,江厝(拖吊場),水圳頭(快栽園),大丘田,斗門埤,芭里活動中心,捷運桃園體育園區站,文智文德路口,瑞士社區,青塘園,青埔國中,洽溪(八大丘),永裕路口,大路下,黃厝,圓光寺,圓光佛學院,柑仔店,崁頭厝,張厝,月眉社區活動中心,游厝,月桃路381巷口,山東路1450巷口,山安路76巷口,山安安大路口,山大二路38巷口,山大二路198巷口,十三號坡,集貨場,呂厝,李厝,許厝,山東里,山東國小,東地寮,圓光山東路口,大莊路口,月山路口,鳥仔厝,大崙國中,大崙,崙頂,崎頂,三塊厝(魚市場),中大路口,中央大學,三民路口,懷寧醫院(志廣路),志廣路口,中壢高中,國民運動中心,光明公園,興國市場,SOGO百貨(元化路),慈惠三街,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L207,中壢區公所,慈惠三街,SOGO百貨(元化路),興國市場,光明公園,國民運動中心,中壢高中,志廣路口,懷寧醫院(志廣路),三民路口,中央大學,中大路口,三塊厝(魚市場),崎頂,崙頂,大崙,大崙國中,鳥仔厝,月山路口,大莊路口,圓光山東路口,東地寮,山東國小,月桃路381巷口,游厝,月眉社區活動中心,張厝,崁頭厝,柑仔店,圓光佛學院,圓光寺,黃厝,大路下,永裕路口,洽溪(八大丘),青埔國中,青塘園,瑞士社區,文智文德路口,捷運桃園體育園區站,芭里活動中心,斗門埤,大丘田,水圳頭(快栽園),江厝(拖吊場),富貴新村,民權路口,中豐北路口,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L207A,中壢區公所,慈惠三街,SOGO百貨(元化路),興國市場,光明公園,國民運動中心,中壢高中,志廣路口,懷寧醫院(志廣路),三民路口,中央大學,中大路口,三塊厝(魚市場),崎頂,崙頂,大崙,大崙國中,鳥仔厝,月山路口,大莊路口,圓光山東路口,東地寮,山東國小,山東路1450巷口,山安路76巷口,山安安大路口,山大二路38巷口,山大二路198巷口,十三號坡,集貨場,呂厝,李厝,許厝,山東里,月桃路381巷口,游厝,月眉社區活動中心,張厝,崁頭厝,柑仔店,圓光佛學院,圓光寺,黃厝,大路下,永裕路口,洽溪(八大丘),青埔國中,青塘園,瑞士社區,文智文德路口,捷運桃園體育園區站,芭里活動中心,斗門埤,大丘田,水圳頭(快栽園),江厝(拖吊場),富貴新村,民權路口,中豐北路口,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L208,中壢區公所,中壢聯合辦公大樓,中壢社福館,桃園市立圖書館中壢分館,中壢監理站,中央中豐路口,中央新生路口,中央公園,中山復興路口,中壢分局,中壢國中,老街溪河川教育中心,第二公有市場,中壢地政,中壢觀光夜市,興國市場,SOGO百貨(元化路),中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L209,中壢區公所,新生路福德宮,南園二路,曦園社區,忠福國小,萬能科技大學,謝厝,大江購物中心,寶城,岡崎,青昇宮(青埔王公廟),青昇一街口,青埔高鐵站,青埔國小,廣天寺,同心公園,青埔五街口,M+社區,高鐵站前公園,青昇宮(青埔王公廟),岡崎,寶城,大江購物中心,謝厝,萬能科技大學,忠福國小,曦園社區,南園二路,新生路福德宮,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L209A,中壢區公所,新生路福德宮,南園二路,曦園社區,忠福國小,中壢區殯葬服務中心,萬能科技大學,謝厝,大江購物中心,寶城,岡崎,青昇宮(青埔王公廟),青昇一街口,青埔高鐵站,青埔國小,廣天寺,同心公園,青埔五街口,M+社區,高鐵站前公園,青昇宮(青埔王公廟),岡崎,寶城,大江購物中心,謝厝,萬能科技大學,忠福國小,曦園社區,南園二路,新生路福德宮,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L211,平鎮區公所,和平市場,金陵路口,中壢後火車站,中壢家商,中壢國中(延平路),新勢國小(新勢公園),陽明醫院,育達高中,復興親子公園,聯新國際醫院,平興國小,宋屋國小,彩虹玫瑰社區,帝國大廈,環南路二段,平鎮地政所,平鎮圖書分館,城市CRV,北興加油站,北勢國小,北勢,獅子林,龍恩里公園,森林公園,游泳路153巷3弄口,游泳路口,龍岡圓環,龍福路口,愛家發展中心,忠貞中正社區,忠貞市場,貿七公園,龍南路,平等路,平東路口,東安國中,社子,森林之家,華隆街旁,平東路679巷,富貴集祥,桃花莊,東勢里12鄰,洪圳路1125巷,金雞湖,金台橋,金龍路433巷,金龍路190巷,台北商業大學,三興路口,平東路二段,大清一品社區,關爺南路241巷,關爺南路158巷,關爺北路36巷,關爺北路140巷,平鎮高中(德育路二段),中華電信,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L210,平鎮區公所,中華電信,平鎮高中(德育路二段),關爺北路140巷,關爺北路36巷,關爺南路158巷,關爺南路241巷,大清一品社區,平東路二段,三興路口,台北商業大學,金龍路190巷,金龍路433巷,金台橋,金雞湖,洪圳路1125巷,東勢里12鄰,桃花莊,富貴集祥,平東路679巷,華隆街旁,森林之家,社子,東安國中,平東路口,平等路,龍南路,貿七公園,愛家發展中心,忠貞中正社區,忠貞市場,龍福路口,龍岡圓環,游泳路口,游泳路153巷3弄口,森林公園,龍恩里公園,獅子林,北勢,北勢國小,北興加油站,城市CRV,平鎮圖書分館,平鎮地政所,環南路二段,帝國大廈,彩虹玫瑰社區,宋屋國小,平興國小,聯新國際醫院,復興親子公園,育達高中,陽明醫院,新勢國小(新勢公園),中壢國中(延平路),中壢家商,中壢後火車站,金陵路口,和平市場,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L216,平鎮區公所,和平市場,金陵路口,中壢後火車站,中壢家商,中壢國中(延平路),新勢國小(新勢公園),新榮路,振興西路,水利會,元氣東京,廣平街口,廣東路口,合作街口,復旦國小,復旦集會所,文化國小,文化街,聯新國際醫院,平興國小,宋屋國小,新光,掬水軒,平德路一,平德路二,新光路二段二,松濤園,新光路三段,技嘉科技,南平路121巷,中豐路口,長壽新村,南京路,上海路口,城市之星,鎮安宮,八角塘,南平路二段516巷,千頃堂,埔心火車站,中興路,瑞埔國小,茶業改良場,中興中庸路口,陳屋,皇家大庭院,倚翠園,金車公司,徐厝,湧光路577巷,湧光路,湧光福德祠,湧光里集會所,湧興路,土地銀行,湧豐里,華夏山莊,平南國中,南勢國小,南勢,大潤發,南東路215巷口,南東路,關爺南路241巷,關爺南路158巷,關爺北路36巷,關爺北路140巷,平鎮高中(德育路二段),城市CRV,振平街口,北勢派出所,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L215,平鎮區公所,北勢派出所,振平街口,城市CRV,平鎮高中(德育路二段),關爺北路140巷,關爺北路36巷,關爺南路158巷,關爺南路241巷,南東路,南東路215巷口,大潤發,南勢,南勢國小,平南國中,華夏山莊,湧豐里,土地銀行,湧興路,湧光里集會所,湧光福德祠,湧光路,湧光路577巷,徐厝,金車公司,倚翠園,皇家大庭院,陳屋,中興中庸路口,茶業改良場,瑞埔國小,中興路,埔心火車站,千頃堂,南平路二段516巷,八角塘,鎮安宮,技嘉科技,南平路121巷,中豐路口,長壽新村,南京路,上海路口,城市之星,新光路三段,松濤園,新光路二段二,平德路二,平德路一,掬水軒,新光,延平路三段(宋屋國小),平興國小,聯新國際醫院,文化街,文化國小,復旦集會所,復旦國小,合作街口,廣東路口,廣平街口,元氣東京,水利會,振興西路,新榮路,新勢國小(新勢公園),中壢國中(延平路),中壢家商,中壢後火車站,金陵路口,和平市場,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L217,平鎮區公所,中華電信,平鎮圖書分館,平鎮地政所,環南路二段,帝國大廈,聯新國際醫院,平興國小,宋屋國小,新光,掬水軒,仁仁幼兒園,宋屋里,賦梅路50巷,復旦新村,高山下,長安路710巷,過嶺步道,長安路339巷,長安路3巷,平鎮游泳池,麒麟山莊,陸光路一,陸光路二,六和高中,庫房南路,陸光路福德祠,雙榮路241巷,中平國小,營房前,雙連坡,環訓所,高山腳,高雙里,祐民醫院,青果市場,新明國中,新明市場,陸光六村,新勢國小(新勢公園),中壢國中(延平路),中壢家商,中壢後火車站,金陵路口,和平市場,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L218,平鎮區公所,和平市場,金陵路口,中壢後火車站,中壢家商,中壢國中(延平路),新勢國小(新勢公園),陸光六村,新明市場,新明國中,青果市場,祐民醫院,高雙里,高山腳,環訓所,雙連坡,營房前,中平國小,雙榮路241巷,陸光路福德祠,庫房南路,六和高中,陸光路二,陸光路一,麒麟山莊,平鎮游泳池,長安路3巷,長安路339巷,過嶺步道,長安路710巷,高山下,復旦新村,賦梅路50巷,宋屋里,仁仁幼兒園,掬水軒,新光,延平路三段(宋屋國小),平興國小,聯新國際醫院,帝國大廈,環南路二段,平鎮地政所,平鎮圖書分館,中華電信,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L112,桃園市政府,台電大樓,桃園火車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L701,桃客大溪站,三層崎腳,尾寮,美華國小,十全,大溪電台,美華社區活動中心,小角仔,紅瓦厝,莿仔寮,三層,變電所,福安國小,大溪陵寢,頭寮,草嶺,慈湖,洞口,湳溝,承恩路口,內湳溝,承恩,承恩橋,溝尾,水圳頭,懷德橋,二層坪,溪坪,溪尾坪,苗圃,阿姆坪生態園區,阿姆坪舊碼頭,阿姆坪,百吉國小,保安,四號橋,新峰,三民圓環,新峰,四號橋,保安,百吉,曾厝,湳溝,洞口,慈湖,草嶺,頭寮,大溪陵寢,福安國小,變電所,三層,莿仔寮,紅瓦厝,小角仔,美華社區活動中心,大溪電台,十全,美華國小,尾寮,三層崎腳,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L701A,桃客大溪站,三層崎腳,尾寮,美華國小,十全,大溪電台,美華社區活動中心,小角仔,紅瓦厝,莿仔寮,三層,變電所,福安國小,大溪陵寢,頭寮,草嶺,慈湖,洞口,湳溝,承恩路口,內湳溝,承恩,承恩橋,溝尾,水圳頭,懷德橋,二層坪,溪坪,溪尾坪,苗圃,阿姆坪生態園區,阿姆坪舊碼頭,阿姆坪,百吉國小,保安,四號橋,新峰,三民圓環,大窩路口,分水崙,水分,花草林,十三份,五峰橋,張家站,向天坡,張家站,五峰橋,十三份,花草林,水分,分水崙,大窩路口,三民圓環,新峰,四號橋,保安,百吉,曾厝,湳溝,洞口,慈湖,草嶺,頭寮,大溪陵寢,福安國小,變電所,三層,莿仔寮,紅瓦厝,小角仔,美華社區活動中心,大溪電台,十全,美華國小,尾寮,三層崎腳,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,桃客大溪站,新街尾,崎腳,崎頂,建漢公司,埔頂,大溪山水,仁和國中,員樹林,吉安街口,大興西正光路口,大興西永安路口,寶慶路口,中埔一街口,城市大亨,大興西新埔六街口,敏盛醫院,巴黎富邑,經國南平路口,中悅春天,經國莊敬路口,經國轉運站(幸福路口),長榮加油站,亞建公司,林口長庚醫院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,竹圍總站,竹圍(福元宮),過田,遠雄自貿港,遠雄加值園區,樹仔坡,崁下,菓林,八股路口,水尾,三商,台灣松下,溪洲,南亞(好市多),下南崁,台茂,南崁,長榮,祐民醫院,環西五族街口,中壢高中,新明國小,中央中豐路口,中央延平路口,中壢火車站(中壢農會),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L706,桃客大溪站,台電,大溪高中,至善高中,益興,瑞安路二段,蓮座山觀音寺,崁津,大溪觀光橋,崎腳,地方稅務局,建漢公司,埔頂,大溪山水,仁和國中,復興新城,員樹林,永昌,南興國小,海宴餐廳,埔頂八街口,仁善國小,埔頂公園,長興街口,崎頂圖書館,第八公墓,太武,崎頂,崎腳,觀音寺,新街尾,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
